식당명,도로명주소,지번주소,식당위도,식당경도,,,,,,,,,,,,,,,,,,,,,,,
전주칼국수,전라북도 전주시 덕진구 태진로 122-6,전라북도 전주시 덕진구 진북동 407-11,35.8318566,127.1362512,,,,,,,,,,,,,,,,,,,,,,,
어반헤이즈,전라북도 전주시 완산구 배학2길 3-6,전라북도 전주시 완산구 효자동3가 1681-10,35.8192148,127.0975411,,,,,,,,,,,,,,,,,,,,,,,
카페 빈타이 전북대점,전라북도 전주시 덕진구 명륜3길 10-4,전라북도 전주시 덕진구 덕진동1가 1265-3,35.8420337,127.1276892,,,,,,,,,,,,,,,,,,,,,,,
육공장,전라북도 전주시 완산구 홍산4길 20-4 2층,전라북도 전주시 완산구 효자동3가 1528-8,35.8181252,127.1108927,,,,,,,,,,,,,,,,,,,,,,,
뚜레쥬르 전주센트럴점,전라북도 전주시 덕진구 송천로 1 ,전라북도 전주시 덕진구 송천동1가 292-7,35.8548377,127.1189595,,,,,,,,,,,,,,,,,,,,,,,
한솥도시락 전주송천점,전라북도 전주시 덕진구 솔내로 141,전라북도 전주시 덕진구 송천동1가 101-15,35.862832,127.1266751,,,,,,,,,,,,,,,,,,,,,,,
맛찬들왕소금구이 전주효자점,전라북도 전주시 완산구 홍산중앙로 29,전라북도 전주시 완산구 효자동3가 1535-7,35.8161077,127.1088611,,,,,,,,,,,,,,,,,,,,,,,
맘스터치 상산효자점,전라북도 전주시 완산구 거마평로 125,전라북도 전주시 완산구 효자동1가 652,35.8033146,127.1166153,,,,,,,,,,,,,,,,,,,,,,,
장어야놀자 송천점,전라북도 전주시 덕진구 두간로 54,전라북도 전주시 덕진구 송천동1가 811-1,35.8651269,127.1203152,,,,,,,,,,,,,,,,,,,,,,,
귀신반점 전북대점,전라북도 전주시 덕진구 명륜3길 11,전라북도 전주시 덕진구 덕진동1가 1263-10,35.8424241,127.127409,,,,,,,,,,,,,,,,,,,,,,,
할리스커피 전주하가점,전라북도 전주시 덕진구 가련산로 25,전라북도 전주시 덕진구 덕진동2가 681-4,35.8420141,127.111165,,,,,,,,,,,,,,,,,,,,,,,
이화원,전라북도 전주시 완산구 홍산2길 5-12,전라북도 전주시 완산구 효자동3가 1543-3,35.8151905,127.1101577,,,,,,,,,,,,,,,,,,,,,,,
청담일식,전라북도 전주시 완산구 석산2길 5-10,전라북도 전주시 완산구 효자동3가 1696-9,35.8199413,127.1046164,,,,,,,,,,,,,,,,,,,,,,,
남다른감자탕 전주송천점,전라북도 전주시 덕진구 시천로 84,전라북도 전주시 덕진구 송천동1가 564-11,35.8666894,127.1147193,,,,,,,,,,,,,,,,,,,,,,,
샤브향 전주덕진점,전라북도 전주시 덕진구 가련산로 25 3층,전라북도 전주시 덕진구 덕진동2가 681-4,35.8420612,127.1111812,,,,,,,,,,,,,,,,,,,,,,,
교촌치킨 안행점,전라북도 전주시 완산구 효동2길 1 광진주택전시관,전라북도 전주시 완산구 효자동1가 202-1,35.8060028,127.1281119,,,,,,,,,,,,,,,,,,,,,,,
하루참치,전라북도 전주시 완산구 홍산남로 69-20,전라북도 전주시 완산구 효자동3가 1538-7,35.8163439,127.1100087,,,,,,,,,,,,,,,,,,,,,,,
콩샌 신시가지점,전라북도 전주시 완산구 홍산남로 27,전라북도 전주시 완산구 효자동2가 1238-7,35.8159465,127.1047451,,,,,,,,,,,,,,,,,,,,,,,
충만치킨 송천점,전라북도 전주시 덕진구 솔내로 148,전라북도 전주시 덕진구 송천동1가 107-179,35.8633978,127.1271237,,,,,,,,,,,,,,,,,,,,,,,
즐거운심야식당,전라북도 전주시 완산구 홍산중앙로 17,전라북도 전주시 완산구 효자동2가 1155-9,35.8151799,127.108841,,,,,,,,,,,,,,,,,,,,,,,
달콤커피 전주고사점,전라북도 전주시 완산구 전주객사4길 47,전라북도 전주시 완산구 고사동 155-3,35.819789,127.1434338,,,,,,,,,,,,,,,,,,,,,,,
만족왕족발보쌈,전라북도 전주시 덕진구 솔내1길 2-2,전라북도 전주시 덕진구 송천동1가 265-46,35.8515404,127.120975,,,,,,,,,,,,,,,,,,,,,,,
한가족 전북대점,전라북도 전주시 덕진구 명륜5길 16-1 1층,전라북도 전주시 덕진구 덕진동1가 1314-159,35.8439765,127.1260714,,,,,,,,,,,,,,,,,,,,,,,
요거프레소 전주오송점,"전라북도 전주시 덕진구 오송1길 37-13 정감빌딩 1층 110호,111호",전라북도 전주시 덕진구 송천동1가 97-6,35.8639562,127.1306625,,,,,,,,,,,,,,,,,,,,,,,
전주비빔소리,전라북도 전주시 덕진구 건지산로 53-3,전라북도 전주시 덕진구 덕진동1가 88-21,35.8551412,127.1361736,,,,,,,,,,,,,,,,,,,,,,,
마서방진안흑돼지,전라북도 전주시 완산구 홍산북로 59,전라북도 전주시 완산구 효자동3가 1529-9,35.8175765,127.1083527,,,,,,,,,,,,,,,,,,,,,,,
엄니김밥,전라북도 전주시 덕진구 경동로 34,전라북도 전주시 덕진구 덕진동2가 675-8,35.8430687,127.10993,,,,,,,,,,,,,,,,,,,,,,,
BBQ치킨 전주송천점,전라북도 전주시 덕진구 오송1길 15,전라북도 전주시 덕진구 송천동1가 107-143,35.8631932,127.128487,,,,,,,,,,,,,,,,,,,,,,,
노벨밥상,전라북도 전주시 완산구 봉곡1길 34,전라북도 전주시 완산구 효자동2가 1250-1,35.813147,127.1005694,,,,,,,,,,,,,,,,,,,,,,,
미래식품,전라북도 전주시 완산구 태평3길 44-9,전라북도 전주시 완산구 태평동 36-15,35.8245454,127.1424548,,,,,,,,,,,,,,,,,,,,,,,
송천동연다라순대 2호점,전라북도 전주시 덕진구 용소로 74 현우빌 1층,전라북도 전주시 덕진구 송천동1가 837-3,35.8633517,127.1164037,,,,,,,,,,,,,,,,,,,,,,,
Cafe De Comma,전라북도 전주시 덕진구 중동로 104-6,전라북도 전주시 덕진구 장동 1093-5,35.8426723,127.0644492,,,,,,,,,,,,,,,,,,,,,,,
빽다방 전북도청타운점,전라북도 전주시 완산구 홍산중앙로 33,전라북도 전주시 완산구 효자동3가 1535-5,35.8164028,127.1088427,,,,,,,,,,,,,,,,,,,,,,,
신진미감자탕,전라북도 전주시 완산구 거마평로 145,전라북도 전주시 완산구 효자동1가 445-6,35.8052917,127.1165843,,,,,,,,,,,,,,,,,,,,,,,
얌스 효자휴먼시아점,전라북도 전주시 완산구 호암로 21,전라북도 전주시 완산구 효자동2가 1313-6,35.8092139,127.0970038,,,,,,,,,,,,,,,,,,,,,,,
옛촌막걸리,전라북도 전주시 완산구 팔달로 144-4,전라북도 전주시 완산구 전동 52-2,35.8152677,127.14853,,,,,,,,,,,,,,,,,,,,,,,
조가네갑오징어 전북도청점,전라북도 전주시 완산구 바우배기2길 14 보람빌딩 1층,전라북도 전주시 완산구 효자동2가 1235-10,35.816768,127.1031983,,,,,,,,,,,,,,,,,,,,,,,
샹떼쥬르,전라북도 전주시 완산구 마전4길 11-3,전라북도 전주시 완산구 효자동3가 1631-12,35.8243903,127.1033869,,,,,,,,,,,,,,,,,,,,,,,
가람,전라북도 전주시 완산구 홍산1길 8,전라북도 전주시 완산구 효자동2가 1156-7,35.814847,127.1081689,,,,,,,,,,,,,,,,,,,,,,,
휴본7광장,전라북도 전주시 완산구 홍산남로 29-15 휴본빌딩 7층,전라북도 전주시 완산구 효자동2가 1238-5,35.8159997,127.104266,,,,,,,,,,,,,,,,,,,,,,,
라멘81번옥 전주점,전라북도 전주시 완산구 홍산로 246,전라북도 전주시 완산구 효자동2가 1154-1,35.8154517,127.1066633,,,,,,,,,,,,,,,,,,,,,,,
왕십리곱창서신점,전라북도 전주시 완산구 전룡로 20,전라북도 전주시 완산구 서신동 854-6,35.826141,127.1153599,,,,,,,,,,,,,,,,,,,,,,,
홍익궁중전통육개장 덕진점,전라북도 전주시 덕진구 송천중앙로 12 1층,전라북도 전주시 덕진구 덕진동2가 192-1,35.848282,127.1187105,,,,,,,,,,,,,,,,,,,,,,,
카베하즈,전라북도 전주시 완산구 봉곡3길 32 경하빌 1층 102호,전라북도 전주시 완산구 효자동2가 1253-9,35.811906,127.1003538,,,,,,,,,,,,,,,,,,,,,,,
할리스커피 전북대덕진광장점,전라북도 전주시 덕진구 덕진광장로 12 GS25,전라북도 전주시 덕진구 덕진동1가 1314-201,35.8444239,127.124904,,,,,,,,,,,,,,,,,,,,,,,
별따주는부뚜막,전라북도 전주시 완산구 홍산북로 45-12,전라북도 전주시 완산구 효자동3가 1529-2,35.8178667,127.1071461,,,,,,,,,,,,,,,,,,,,,,,
본도시락 전주전북도청점,전라북도 전주시 완산구 홍산남로 11-24 103호,전라북도 전주시 완산구 효자동2가 1235-8,35.8163609,127.103373,,,,,,,,,,,,,,,,,,,,,,,
옛날시골통닭(중앙시장점),전라북도 전주시 완산구 태평2길 16-34,전라북도 전주시 완산구 태평동 61-61,35.82325,127.1411248,,,,,,,,,,,,,,,,,,,,,,,
건어물을굽는남자들,전라북도 전주시 덕진구 명륜3길 11 지하1층,전라북도 전주시 덕진구 덕진동1가 1263-10,35.842408,127.1273973,,,,,,,,,,,,,,,,,,,,,,,
전주애항아리보쌈,전라북도 전주시 완산구 바우배기1길 31-9,전라북도 전주시 완산구 효자동2가 1243-8,35.8150828,127.1050058,,,,,,,,,,,,,,,,,,,,,,,
BHC치킨 전주송천2호점,전라북도 전주시 덕진구 오송1길 37-13,전라북도 전주시 덕진구 송천동1가 97-6,35.8638283,127.1308113,,,,,,,,,,,,,,,,,,,,,,,
오투김밥,전라북도 전주시 덕진구 가리내8길 13,전라북도 전주시 덕진구 덕진동2가 673-6,35.8433109,127.1103215,,,,,,,,,,,,,,,,,,,,,,,
투썸플레이스전주CGV중앙점,전라북도 전주시 완산구 전주객사3길 72,전라북도 전주시 완산구 고사동 355-1,35.8205313,127.1421583,,,,,,,,,,,,,,,,,,,,,,,
밀롱커피,전라북도 전주시 덕진구 용소로 79,전라북도 전주시 덕진구 송천동1가 820-11,35.8637364,127.1170293,,,,,,,,,,,,,,,,,,,,,,,
카멜커피,전라북도 전주시 완산구 농소1길 2 ,전라북도 전주시 완산구 효자동3가 1718-8,35.8141747,127.0968649,,,,,,,,,,,,,,,,,,,,,,,
짱그미김밥,전라북도 전주시 완산구 마전들로 19,전라북도 전주시 완산구 효자동3가 1669-4,35.8211784,127.0976792,,,,,,,,,,,,,,,,,,,,,,,
건강식당,전라북도 전주시 완산구 효동2길 37-1,전라북도 전주시 완산구 효자동1가 218-2,35.8031809,127.1260935,,,,,,,,,,,,,,,,,,,,,,,
생생면옥,전라북도 전주시 덕진구 솔내9길 4,전라북도 전주시 덕진구 송천동1가 101-30,35.8624833,127.125919,,,,,,,,,,,,,,,,,,,,,,,
번지농장돌판아구찜 송천점,전라북도 전주시 덕진구 솔내8길 23-12,전라북도 전주시 덕진구 송천동1가 113-1,35.862064,127.1242291,,,,,,,,,,,,,,,,,,,,,,,
달곰,전라북도 전주시 완산구 홍산3길 11 2층,전라북도 전주시 완산구 효자동3가 1527-5,35.8183191,127.1078254,,,,,,,,,,,,,,,,,,,,,,,
달달한오후,전라북도 전주시 덕진구 송천로 1 센트럴파크 단독상가동 106호,전라북도 전주시 덕진구 송천동1가 292-7,35.8525988,127.1193789,,,,,,,,,,,,,,,,,,,,,,,
UM JAMAE,전라북도 전주시 완산구 홍산북로 83,전라북도 전주시 완산구 효자동3가 1526-2,35.8179533,127.1119817,,,,,,,,,,,,,,,,,,,,,,,
이레소바,전라북도 전주시 완산구 서곡3길 23-4,전라북도 전주시 완산구 효자동3가 1425-2,35.8366104,127.0993686,,,,,,,,,,,,,,,,,,,,,,,
커피누림,전라북도 전주시 덕진구 두간4길 10,전라북도 전주시 덕진구 송천동1가 807-7,35.8659915,127.1202418,,,,,,,,,,,,,,,,,,,,,,,
굽네치킨 송천에코점,전라북도 전주시 덕진구 송천로 112-42,전라북도 전주시 덕진구 송천동1가 840-2,35.8628956,127.1183011,,,,,,,,,,,,,,,,,,,,,,,
냉면예술,전라북도 전주시 완산구 쑥고개로 351,전라북도 전주시 완산구 효자동2가 1326-4,35.8035963,127.1034972,,,,,,,,,,,,,,,,,,,,,,,
설가,전라북도 전주시 완산구 홍산3길 13,전라북도 전주시 완산구 효자동3가 1527-4,35.8183393,127.107521,,,,,,,,,,,,,,,,,,,,,,,
코믹스월드,전라북도 전주시 완산구 전주객사5길 64-12 2층,전라북도 전주시 완산구 고사동 11-4,35.8210971,127.1456884,,,,,,,,,,,,,,,,,,,,,,,
천지주가막걸리,전라북도 전주시 완산구 거마산로 10,전라북도 전주시 완산구 삼천동1가 627-9,35.7969135,127.1225106,,,,,,,,,,,,,,,,,,,,,,,
짬짜루,전라북도 전주시 완산구 성지산3길 13,전라북도 전주시 완산구 효자동1가 552-11,35.8054061,127.1221692,,,,,,,,,,,,,,,,,,,,,,,
동대문엽기떡볶이 전주효자점,전라북도 전주시 완산구 거마평로 169,전라북도 전주시 완산구 효자동1가 518-69,35.8075985,127.11604,,,,,,,,,,,,,,,,,,,,,,,
신포우리만두 영화의거리점,전라북도 전주시 완산구 전주객사3길 58,전라북도 전주시 완산구 고사동 390-1,35.819789,127.141918,,,,,,,,,,,,,,,,,,,,,,,
이삭토스트 전주효자점,전라북도 전주시 완산구 문학로 19,전라북도 전주시 완산구 효자동3가 1604-21,35.8269523,127.1017548,,,,,,,,,,,,,,,,,,,,,,,
맘스터치 전주서부시장점,전라북도 전주시 완산구 효동2길 9,전라북도 전주시 완산구 효자동1가 202-2,35.8056186,127.1275966,,,,,,,,,,,,,,,,,,,,,,,
지정환피자 덕진점,전라북도 전주시 덕진구 권삼득로 348,전라북도 전주시 덕진구 덕진동1가 1315-4,35.8459987,127.124825,,,,,,,,,,,,,,,,,,,,,,,
피자스쿨 전주효자점,전라북도 전주시 완산구 거마평로 204-1,전라북도 전주시 완산구 효자동1가 621-12,35.810622,127.114977,,,,,,,,,,,,,,,,,,,,,,,
홍산김밥,전라북도 전주시 완산구 마전들로 36,전라북도 전주시 완산구 효자동3가 1686-1,35.8208716,127.0994736,,,,,,,,,,,,,,,,,,,,,,,
마왕족발 전주덕진점,전라북도 전주시 덕진구 가리내8길 1,전라북도 전주시 덕진구 덕진동2가 674-5,35.8434305,127.1116539,,,,,,,,,,,,,,,,,,,,,,,
단풍미인한우도청점,전라북도 전주시 완산구 홍산북로 55,전라북도 전주시 완산구 효자동3가 1529-11,35.8175892,127.1079879,,,,,,,,,,,,,,,,,,,,,,,
육감만족 서곡점,전라북도 전주시 완산구 세내로 506,전라북도 전주시 완산구 효자동3가 1472-6,35.8322129,127.1035079,,,,,,,,,,,,,,,,,,,,,,,
누룩꽃피는날 중앙점,전라북도 전주시 완산구 전주객사3길 11-7,전라북도 전주시 완산구 중앙동1가 7-1,35.8175494,127.142024,,,,,,,,,,,,,,,,,,,,,,,
정명기김밥,전라북도 전주시 완산구 봉곡로 11-1,전라북도 전주시 완산구 효자동3가 1731-5,35.8119372,127.0951771,,,,,,,,,,,,,,,,,,,,,,,
다홍연어,전라북도 전주시 덕진구 명륜3길 17 2층,전라북도 전주시 덕진구 덕진동1가 1263-18,35.8427785,127.1277978,,,,,,,,,,,,,,,,,,,,,,,
새우락,전라북도 전주시 덕진구 솔내로 131,전라북도 전주시 덕진구 송천동1가 116,35.8617274,127.1263973,,,,,,,,,,,,,,,,,,,,,,,
베이크팡 서부신시가지점,,전라북도 전주시 완산구 효자동2가 1171,35.814614,127.1087728,,,,,,,,,,,,,,,,,,,,,,,
돈돈정 객사점,전라북도 전주시 완산구 전주객사4길 74-50 로니관광호텔,전라북도 전주시 완산구 고사동 186,35.8207088,127.144255,,,,,,,,,,,,,,,,,,,,,,,
명가,전라북도 전주시 완산구 동문길 111 ,전라북도 전주시 완산구 경원동1가 111-1,35.8176249,127.1481526,,,,,,,,,,,,,,,,,,,,,,,
장가계손짜장,전라북도 전주시 완산구 우림로 1033,전라북도 전주시 완산구 삼천동2가 458-5,35.779728,127.1045831,,,,,,,,,,,,,,,,,,,,,,,
커피숲515,전라북도 전주시 완산구 봉곡1길 9,전라북도 전주시 완산구 효자동3가 1733-5,35.8133112,127.0979546,,,,,,,,,,,,,,,,,,,,,,,
이파네마소녀,전라북도 전주시 완산구 용호로 128,전라북도 전주시 완산구 효자동3가 1719-4,35.8146533,127.0971515,,,,,,,,,,,,,,,,,,,,,,,
마왕족발 전주효자점,전라북도 전주시 완산구 홍산1길 7,전라북도 전주시 완산구 효자동2가 1157-4,35.8139597,127.1079444,,,,,,,,,,,,,,,,,,,,,,,
카페달곰,전라북도 전주시 완산구 은행로 71,전라북도 전주시 완산구 교동 62-5,35.8136989,127.1528988,,,,,,,,,,,,,,,,,,,,,,,
상수역283,전라북도 전주시 완산구 전주객사4길 77,전라북도 전주시 완산구 고사동 288-5,35.8211116,127.1429617,,,,,,,,,,,,,,,,,,,,,,,
육장갈비 전주효자점,전라북도 전주시 완산구 소태정로 8,전라북도 전주시 완산구 효자동2가 1196-1,35.805142,127.0974546,,,,,,,,,,,,,,,,,,,,,,,
땡스투,전라북도 전주시 완산구 배학4길 18 1층,전라북도 전주시 완산구 효자동3가 1683-2,35.8197673,127.09882,,,,,,,,,,,,,,,,,,,,,,,
요거프레소 전주천변점,전라북도 전주시 덕진구 가리내로 508,전라북도 전주시 덕진구 송천동1가 324-5,35.8579831,127.1170029,,,,,,,,,,,,,,,,,,,,,,,
외계인방앗간 전주도청점,전라북도 전주시 완산구 홍산1길 7 158호,전라북도 전주시 완산구 효자동2가 1157-4,35.8143062,127.1088213,,,,,,,,,,,,,,,,,,,,,,,
좋은사람들,전라북도 전주시 완산구 홍산로 160-3,전라북도 전주시 완산구 효자동2가 1332-1,35.8080665,127.1051114,,,,,,,,,,,,,,,,,,,,,,,
착한낙지 전주완산점,전라북도 전주시 완산구 천잠로 245,전라북도 전주시 완산구 효자동2가 1065-11,35.808748,127.0942921,,,,,,,,,,,,,,,,,,,,,,,
커피니 전주서곡점,전라북도 전주시 완산구 서곡1길 13-7,전라북도 전주시 완산구 효자동3가 1453-6,35.8347394,127.0994456,,,,,,,,,,,,,,,,,,,,,,,
홍스쭈꾸미 전북혁신점,전라북도 전주시 덕진구 중동로 104-6,전라북도 전주시 덕진구 장동 1093-5,35.8426723,127.0644492,,,,,,,,,,,,,,,,,,,,,,,
용구비어 전주본점,전라북도 전주시 덕진구 덕진광장로 21,전라북도 전주시 덕진구 덕진동1가 1312-29,35.8451176,127.125148,,,,,,,,,,,,,,,,,,,,,,,
고향통닭 신서방,전라북도 전주시 완산구 서곡1길 22,전라북도 전주시 완산구 효자동3가 1427-6,35.8357245,127.0991492,,,,,,,,,,,,,,,,,,,,,,,
메가커피 전주효자점,전라북도 전주시 완산구 용머리로 57,전라북도 전주시 완산구 효자동1가 435-2 ,35.807032,127.1163982,,,,,,,,,,,,,,,,,,,,,,,
소문난고깃집 서곡점,전라북도 전주시 완산구 서곡1길 13-5,전라북도 전주시 완산구 효자동3가 1453-7,35.8348713,127.0995688,,,,,,,,,,,,,,,,,,,,,,,
누이단팥빵,전라북도 전주시 완산구 홍산3길 17,전라북도 전주시 완산구 효자동3가 1527-2,35.8183334,127.1071402,,,,,,,,,,,,,,,,,,,,,,,
peacock,전라북도 전주시 완산구 마전들로 37,전라북도 전주시 완산구 효자동3가 1663-15,35.821225,127.0995635,,,,,,,,,,,,,,,,,,,,,,,
다가양조장,전라북도 전주시 완산구 전주객사1길 5 세일건재한약방,전라북도 전주시 완산구 다가동3가 68,35.8169043,127.1403912,,,,,,,,,,,,,,,,,,,,,,,
정가네양평해장국아중2호점,전라북도 전주시 덕진구 아중로 146,전라북도 전주시 덕진구 인후동1가 928-3,35.8256453,127.1656535,,,,,,,,,,,,,,,,,,,,,,,
겐스빌치킨,전라북도 전주시 완산구 전동성당길 24,전라북도 전주시 완산구 경원동1가 115-3,35.817977,127.1487015,,,,,,,,,,,,,,,,,,,,,,,
전주콩각시굴신랑,전라북도 전주시 덕진구 숲정이5길 11,전라북도 전주시 덕진구 진북동 434-33,35.8320894,127.1344411,,,,,,,,,,,,,,,,,,,,,,,
와플몽전주대점,전라북도 전주시 완산구 백마산길 7,전라북도 전주시 완산구 효자동3가 1159-12,35.8178696,127.0924179,,,,,,,,,,,,,,,,,,,,,,,
달콩커피본점,전라북도 전주시 완산구 효동2길 41,전라북도 전주시 완산구 효자동1가 218-20,35.8030024,127.1258825,,,,,,,,,,,,,,,,,,,,,,,
플레이그라운드,전라북도 전주시 완산구 배학1길 15-1,전라북도 전주시 완산구 효자동3가 1670-22,35.8186775,127.095282,,,,,,,,,,,,,,,,,,,,,,,
카페L군,전라북도 전주시 덕진구 명륜3길 10-7,전라북도 전주시 덕진구 덕진동1가 1264-9,35.8420786,127.1279687,,,,,,,,,,,,,,,,,,,,,,,
죽이야기 송천센트럴점,전라북도 전주시 덕진구 송천로 26,전라북도 전주시 덕진구 송천동1가 381-3,35.8556551,127.1191889,,,,,,,,,,,,,,,,,,,,,,,
블루스앨리,전라북도 전주시 완산구 홍산북로 70-17,전라북도 전주시 완산구 효자동3가 1538-2,35.816774,127.110024,,,,,,,,,,,,,,,,,,,,,,,
라노타,전라북도 전주시 완산구 충경로 18-55,전라북도 전주시 완산구 중앙동1가 50-8,35.81607,127.141961,,,,,,,,,,,,,,,,,,,,,,,
안아줘,전라북도 전주시 완산구 경기전길 131,전라북도 전주시 완산구 교동 77-2,35.8135327,127.1513794,,,,,,,,,,,,,,,,,,,,,,,
한뚝배기,전라북도 전주시 완산구 홍산1길 7,전라북도 전주시 완산구 효자동2가 1157-4,35.8145216,127.107881,,,,,,,,,,,,,,,,,,,,,,,
유니버스,전라북도 전주시 완산구 현무1길 16,전라북도 전주시 완산구 경원동3가 15-5,35.8201488,127.1480374,,,,,,,,,,,,,,,,,,,,,,,
홍익궁중전통육개장 전주송천점,전라북도 전주시 덕진구 솔내로 152 1동 101호,전라북도 전주시 덕진구 송천동1가 107-15,35.8636603,127.1271414,,,,,,,,,,,,,,,,,,,,,,,
가막골생국수,전라북도 전주시 완산구 서곡2길 25,전라북도 전주시 완산구 효자동3가 1445-6,35.8336441,127.103283,,,,,,,,,,,,,,,,,,,,,,,
피자스쿨 전주혁신점,전라북도 전주시 덕진구 안전로 197,전라북도 전주시 덕진구 장동 1069-2,35.8415419,127.0579216,,,,,,,,,,,,,,,,,,,,,,,
솔내냉면황태찜,전라북도 전주시 덕진구 솔내9길 14,전라북도 전주시 덕진구 송천동1가 107-62,35.8625149,127.1253882,,,,,,,,,,,,,,,,,,,,,,,
황씨네대가추어탕,전라북도 전주시 덕진구 송천로 47,전라북도 전주시 덕진구 송천동1가 326-2,35.8574915,127.1180893,,,,,,,,,,,,,,,,,,,,,,,
열선수애호박돼지국밥 전주송천본점,전라북도 전주시 덕진구 두간로 12,전라북도 전주시 덕진구 송천동1가 831-4,35.8652101,127.1157159,,,,,,,,,,,,,,,,,,,,,,,
상상플러스닭강정혁신점,전라북도 전주시 덕진구 안전로 199,전라북도 전주시 덕진구 장동 1069-1,35.8419145,127.0577855,,,,,,,,,,,,,,,,,,,,,,,
산토리니,전라북도 전주시 완산구 구룡2길 29-1,전라북도 전주시 완산구 효자동2가 1255-17,35.8133269,127.1051265,,,,,,,,,,,,,,,,,,,,,,,
플로우이니,전라북도 전주시 완산구 봉곡3길 32-1,전라북도 전주시 완산구 효자동2가 1254-1,35.8119194,127.1005804,,,,,,,,,,,,,,,,,,,,,,,
용자돈돈까스,전라북도 전주시 덕진구 솔내로 144 신일아파트,전라북도 전주시 덕진구 송천동1가 101-3,35.8629014,127.1270208,,,,,,,,,,,,,,,,,,,,,,,
포슬린카페,전라북도 전주시 완산구 현무1길 20 2층,전라북도 전주시 완산구 경원동3가 14-2,35.8214362,127.1486218,,,,,,,,,,,,,,,,,,,,,,,
노트릭,전라북도 전주시 덕진구 명륜2길 15,전라북도 전주시 덕진구 덕진동1가 1264-22,35.8418337,127.1287848,,,,,,,,,,,,,,,,,,,,,,,
킹콩쥬스&커피 한옥마을점,전라북도 전주시 완산구 팔달로 121-1,전라북도 전주시 완산구 전동 187-10,35.8133851,127.1486084,,,,,,,,,,,,,,,,,,,,,,,
튀김파는공방국수,전라북도 전주시 덕진구 송천중앙로 105,전라북도 전주시 덕진구 송천동1가 388-2,35.8564444,127.1201557,,,,,,,,,,,,,,,,,,,,,,,
황금밥상,전라북도 전주시 완산구 팔달로 202,전라북도 전주시 완산구 경원동3가 45-2,35.8203977,127.1465464,,,,,,,,,,,,,,,,,,,,,,,
명랑시대쌀핫도그 효자문학점,전라북도 전주시 완산구 문학대4길 28,전라북도 전주시 완산구 효자동3가 1618-1,35.8266752,127.1050055,,,,,,,,,,,,,,,,,,,,,,,
문화공감,전라북도 전주시 완산구 구룡1길 5,전라북도 전주시 완산구 효자동2가 1257-11,35.8120903,127.1023719,,,,,,,,,,,,,,,,,,,,,,,
무한퓨전,전라북도 전주시 완산구 효자천변1길 30-13,전라북도 전주시 완산구 효자동1가 664-8,35.799412,127.1144401,,,,,,,,,,,,,,,,,,,,,,,
충만치킨 전주전북대점,전라북도 전주시 덕진구 명륜4길 17 4층,전라북도 전주시 덕진구 덕진동1가 1261-4,35.8434726,127.126541,,,,,,,,,,,,,,,,,,,,,,,
맛있는밥상,전라북도 전주시 완산구 용머리로 9-15,전라북도 전주시 완산구 효자동1가 408-6,35.8067003,127.1111166,,,,,,,,,,,,,,,,,,,,,,,
홍산삼겹살,전라북도 전주시 완산구 홍산남로 29-25,전라북도 전주시 완산구 효자동2가 1237-7,35.8163779,127.1050004,,,,,,,,,,,,,,,,,,,,,,,
빽다방 전주대점,전라북도 전주시 완산구 백마산길 25,전라북도 전주시 완산구 효자동3가 1183-10,35.8171148,127.090443,,,,,,,,,,,,,,,,,,,,,,,
주인의주방 전주신시가지점,전라북도 전주시 완산구 홍산남로 81,전라북도 전주시 완산구 효자동3가 1539-6,35.8160827,127.1109148,,,,,,,,,,,,,,,,,,,,,,,
예닮가,전라북도 전주시 완산구 홍산중앙로 47,전라북도 전주시 완산구 효자동3가 1527-10,35.8178295,127.108644,,,,,,,,,,,,,,,,,,,,,,,
전주한옥화과자,전라북도 전주시 완산구 경기전길 32,전라북도 전주시 완산구 경원동2가 28-2,35.8179674,127.1502437,,,,,,,,,,,,,,,,,,,,,,,
도토리,전라북도 전주시 완산구 전라감영2길 29,전라북도 전주시 완산구 다가동3가 107-1,35.8159634,127.1414072,,,,,,,,,,,,,,,,,,,,,,,
은혜휴게실,전라북도 전주시 완산구 풍남문2길 63 남부시장,전라북도 전주시 완산구 전동3가 2-242,35.8122989,127.1468211,,,,,,,,,,,,,,,,,,,,,,,
이삭토스트 전주혁신양현점,전라북도 전주시 덕진구 틀못2길 6 ,전라북도 전주시 덕진구 장동 1075,35.8411183,127.0587713,,,,,,,,,,,,,,,,,,,,,,,
카페에레쯔,전라북도 전주시 덕진구 송천중앙로 130 송학아파트,전라북도 전주시 덕진구 송천동1가 395-16,35.858567,127.1212767,,,,,,,,,,,,,,,,,,,,,,,
프랭크서울 전주혁신점,전라북도 전주시 덕진구 틀못2길 6 1층 107호,전라북도 전주시 덕진구 장동 1075,35.8412169,127.0590196,,,,,,,,,,,,,,,,,,,,,,,
김밥천국까페,전라북도 전주시 덕진구 가리내8길 7,전라북도 전주시 덕진구 덕진동2가 674-2,35.8433773,127.1110234,,,,,,,,,,,,,,,,,,,,,,,
피자마루 전주송천점,전라북도 전주시 덕진구 오송1길 37-17 송천 KCC스위첸,전라북도 전주시 덕진구 송천동1가 879,35.8649374,127.1305753,,,,,,,,,,,,,,,,,,,,,,,
